msp_name	species	genus	family	order	class	phylum	superkingdom	knowledge
msp_0725	[Clostridiales] bacterium CIM:MAG 491	Oscillospirales 6 NK3B98	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0726	[Prevotella] sp. CAG:755	Bacteroidaceae CAG-617	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0727	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0728	unclassified Clostridiales 1e	unclassified Clostridiales 1e	Clostridiales 1e	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0729	[Ruminococcaceae] bacterium CIM:MAG 1170_1	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0730	unclassified Clostridiales 1e	unclassified Clostridiales 1e	Clostridiales 1e	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0732	[Clostridiales] bacterium CIM:MAG 442	unclassified Christensenellales CAG-138	Christensenellales CAG-138	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0733	[Roseburia] sp. CAG:471	Fusicatenibacter	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0734	Firmicutes bacterium CAG:555	Oscillospirales 4 F23-B02	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0735	Monoglobus pectinilyticus	Monoglobus	Monoglobaceae	Monoglobales	Clostridia	Firmicutes	Bacteria	known
msp_0736c	Bacteroides sp. An322 & UBA1451	Bacteroides 2	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0737	unclassified Emergencia	Emergencia	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_0738	Prevotella sp. UBA2874	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0739c	Prevotella timonensis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0740	Clostridiales bacterium CIM:MAG 309	unclassified Anaerotignaceae	Anaerotignaceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0741	unclassified Sutterella	Sutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0742	Streptococcus parasanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0743	unclassified Rikenellaceae 2 UBA1232	Rikenellaceae 2 UBA1232	Rikenellaceae 2	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0744	Acidaminococcus sp. CAG:542	Acidaminococcus	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	unknown
msp_0745	Frisingicoccus caecimuris	Frisingicoccus	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0746	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0747	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0748	Firmicutes bacterium CAG:460	Bacilli RF39 CAG-1000 CAG-460	Bacilli RF39 CAG-1000	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_0749	unclassified Sutterella	Sutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0750	unclassified Enterocloster	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0751	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0752	Ruminococcus sp. CAG:624 & UBA6407 & UBA4697	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0753	unclassified Muribaculaceae UBA7173	Muribaculaceae UBA7173	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0754c	Citrobacter werkmanii == Citrobacter freundii	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0755c	unclassified Oscillospirales 4 F23-B02	Oscillospirales 4 F23-B02	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0756	unclassified Blautia A	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0757	[Clostridium] sp. 28_12 & CAG:356	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0758	unclassified Frisingicoccus	Frisingicoccus	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0759	unclassified Oscillospirales 4 UBA5446	Oscillospirales 4 UBA5446	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0760	Clostridium sp. 29_15 & CAG:265	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0761	unclassified Oscillospirales 5 CAG-110	Oscillospirales 5 CAG-110	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0762	[Ruminococcaceae] bacterium UBA1821 / [Clostridium] sp. CAG:678	Acutalibacteraceae 2 CAG-528	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0763	[Oscillibacter] sp. ER4 / Firmicutes bacterium CAG:129_59_24	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0764	unclassified Alistipes 2	Alistipes 2	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0765	unclassified Prevotellamassilia	Prevotellamassilia	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0766	unclassified Dysosmobacter - Oscillibacter	Dysosmobacter - Oscillibacter	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0767	unclassified Tyzzerella	Tyzzerella	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0768	unclassified Sutterella	Sutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0769	Agathobaculum butyriciproducens	Agathobaculum	Butyricicoccaceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	known
msp_0770	unclassified Enterocloster	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0771	Clostridiales bacterium UBA644	unclassified Oscillospirales 2	Oscillospirales 2	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0772	[Lachnoclostridium] pacaense	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0773	unclassified Anaerovoracaceae CAG-145	Anaerovoracaceae CAG-145	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_0774	Prevotella sp. CAG:1058	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0775	unclassified Gastranaerophilaceae QAMI01	Gastranaerophilaceae QAMI01	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0776	unclassified Anaerovoracaceae	unclassified Anaerovoracaceae	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_0777	[Clostridiales] bacterium RUG303 & RUG439 & RUG453 / Firmicutes bacterium CAG:129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0778	unclassified Faecalibacterium	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0779	[Clostridium] sp. CAG:417	Bacilli RF39 CAG-611 CAG-417	Bacilli RF39 CAG-611	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_0780	unclassified Hungatella	Hungatella	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0781	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0782	Candidatus Gastranaerophilales bacterium MH_37 & HUM_20 / Melainabacteria sp. 35_41	Gastranaerophilaceae Zag1	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0783	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0784	unclassified Acutalibacteraceae 1	Acutalibacteraceae 1	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0785	Collinsella tanakaei	Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_0786	unclassified Muribaculaceae UBA7173	Muribaculaceae UBA7173	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0787	unclassified Clostridiales 1e	unclassified Clostridiales 1e	Clostridiales 1e	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0788	unclassified Alphaproteobacteria RF32 CAG-239 CAG-495	Alphaproteobacteria RF32 CAG-239 CAG-495	Alphaproteobacteria RF32 CAG-239	Alphaproteobacteria RF32	Alphaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0789	Prevotella sp. CAG:1185	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0790	unclassified Oscillospirales 1 CAG-382	unclassified Oscillospirales 1 CAG-382	Oscillospirales 1 CAG-382	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0791	unclassified Dysosmobacter - Oscillibacter	Dysosmobacter - Oscillibacter	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0792	Clostridium perfringens	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_0793	unclassified Anaerovoracaceae CAG-145	Anaerovoracaceae CAG-145	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_0794	Slackia isoflavoniconvertens	Slackia	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_0795	unclassified Alphaproteobacteria RF32 CAG-239 CAG-495	Alphaproteobacteria RF32 CAG-239 CAG-495	Alphaproteobacteria RF32 CAG-239	Alphaproteobacteria RF32	Alphaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0796	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0797	unclassified Ruminococcus 2	Ruminococcus 2	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0798	unclassified Clostridiales 1d	unclassified Clostridiales 1d	Clostridiales 1d	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0799	unclassified Bacteroides	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0800	Eggerthella sp. 51_9 & CAG:209	Eggerthella	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_0801	Sutterella parvirubra	Sutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0802	Bacteroidales bacterium H3	Muribaculaceae UBA7173	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0803	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0804	[Catabacter] sp. UBA7597	unclassified Clostridiales 1e	Clostridiales 1e	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0805	unclassified Roseburia	Roseburia	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0806	unclassified Clostridiales 1d	unclassified Clostridiales 1d	Clostridiales 1d	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0807	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0808	[Clostridium] sp. CAG:288	unclassified Bacilli RFN20 CAG-288	Bacilli RFN20 CAG-288	Bacilli RFN20	Bacilli	Firmicutes	Bacteria	unknown
msp_0809	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0810	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0811	[Staphylococcus] sp. CAG:324	unclassified Bacilli ML615J-28 CAG-313	Bacilli ML615J-28 CAG-313	Bacilli ML615J-28	Bacilli	Firmicutes	Bacteria	unknown
msp_0812	unclassified Mediterraneibacter	Mediterraneibacter	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0813	unclassified Muribaculaceae UBA7173	Muribaculaceae UBA7173	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0814	[Lachnoclostridium] sp. An138	Lachnospiraceae K GCA-900066575	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0815	unclassified Alistipes 2	Alistipes 2	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0816c	unclassified Eisenbergiella	Eisenbergiella	Lachnospiraceae G	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0817	unclassified Faecalibacterium	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0818	[Clostridium] sp. CAG:302	Bacilli RF39 CAG-302 CAG-302	Bacilli RF39 CAG-302	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_0819	Candidatus Gastranaerophilales bacterium HUM_2 / Candidatus Melainabacteria bacterium MEL.A1	Gastranaerophilaceae Zag1	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0820	unclassified Hungatella	Hungatella	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0821	Firmicutes bacterium CAG:313	unclassified Bacilli ML615J-28 CAG-313	Bacilli ML615J-28 CAG-313	Bacilli ML615J-28	Bacilli	Firmicutes	Bacteria	unknown
msp_0822	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0823	[Ruminococcus] sp. CAG:724	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0824	[Clostridium] sp. CAG:967	Gastranaerophilaceae Zag1	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0825	Firmicutes bacterium CAG:791	unclassified Lachnospiraceae D	Lachnospiraceae D	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0826	unclassified Bacilli RFN20 CAG-631	unclassified Bacilli RFN20 CAG-631	Bacilli RFN20 CAG-631	Bacilli RFN20	Bacilli	Firmicutes	Bacteria	unknown
msp_0827	unclassified Odoribacter	Odoribacter	Marinifilaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0828	Massiliomicrobiota sp. An80 & An105 & An134 & An142	Massiliomicrobiota	Erysipelatoclostridiaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_0829	[Lachnoclostridium] sp. UBA2905	unclassified Lachnospiraceae	Lachnospiraceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0830	unclassified Alphaproteobacteria RF32 CAG-239 CAG-495	Alphaproteobacteria RF32 CAG-239 CAG-495	Alphaproteobacteria RF32 CAG-239	Alphaproteobacteria RF32	Alphaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0831	Faecalicoccus pleomorphus	Faecalicoccus	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	known
msp_0832	Streptococcus pasteurianus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0833	Streptococcus thermophilus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0834	unclassified Dialister	Dialister	Dialisteraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	unknown
msp_0835	Clostridiales bacterium 41_21_two_genomes	Acutalibacteraceae 2 CAG-528	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0836	unclassified Muribaculaceae CAG-873	Muribaculaceae CAG-873	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0837	unclassified Solobacterium	Solobacterium	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_0838	Candidatus Gastranaerophilales sp2	Gastranaerophilaceae Zag111	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0839	[Clostridium] sp. CAG:964	Acutalibacteraceae 3 CAG-581	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0840	unclassified Atopobiaceae	unclassified Atopobiaceae	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_0841	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0842	unclassified Christensenellales QALW01	unclassified Christensenellales QALW01	Christensenellales QALW01	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0843	Weissella confusa	Weissella	Leuconostocaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0844c	Campylobacter concisus 2	Campylobacter	Campylobacteraceae	Campylobacterales	Campylobacteria	Campylobacterota	Bacteria	unknown
msp_0845	[Clostridium] sp. CAG:440	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0846	unclassified Cloacibacillus	Cloacibacillus	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	unknown
msp_0847	Flavobacteriales bacterium UBA1820	unclassified Flavobacteriales UBA1820	Flavobacteriales UBA1820	Flavobacteriales	Flavobacteriia	Bacteroidota	Bacteria	unknown
msp_0848	unclassified Anaerotignaceae	unclassified Anaerotignaceae	Anaerotignaceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0849	unclassified Alistipes	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0850	unclassified Oscillospirales 5 CAG-110	Oscillospirales 5 CAG-110	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0851	unclassified Anaerovoracaceae	unclassified Anaerovoracaceae	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_0852	Absiella dolichum	Absiella-Longicatena	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	known
msp_0853c	Granulicatella adiacens	Granulicatella	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0854	[Clostridium] sp. CAG:349	unclassified Clostridiales 1c	Clostridiales 1c	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0855	unclassified Oscillospiraceae	unclassified Oscillospiraceae	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0856	[Clostridium] sp. 28_17 & CAG:470	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0857	unclassified Paramuribaculum	Paramuribaculum	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0858	[Clostridium] sp. CAG:433	Bacilli RF39 CAG-433 CAG-433	Bacilli RF39 CAG-433	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_0859	unclassified Christensenellales CAG-138	unclassified Christensenellales CAG-138	Christensenellales CAG-138	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0860	unclassified Intestinibacter	Intestinibacter	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_0861	unclassified Dysosmobacter - Oscillibacter	Dysosmobacter - Oscillibacter	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0862	unclassified Duncaniella	Duncaniella	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0863	unclassified Lachnospiraceae B CAG-303	Lachnospiraceae B CAG-303	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0864	Homo sapiens	unclassified Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	known
msp_0865	Enterobacter kobei	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0866c	Lactobacillus agilis	Lactobacillus B	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0867	unclassified Oscillospirales 5 CAG-110	Oscillospirales 5 CAG-110	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0868	Lachnospiraceae bacterium 2_1_46FAA	Tyzzerella	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0869	unclassified Succiniclasticum	Succiniclasticum	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	unknown
msp_0870	unclassified Barnesiellaceae	unclassified Barnesiellaceae	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
